"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GGYN4FPM","journalArticle","2021","Khedmatgozar Dolati, Seyed Saman; Caluk, Nerma; Mehrabi, Armin; Khedmatgozar Dolati, Seyed Sasan","Non-Destructive Testing Applications for Steel Bridges","Applied Sciences","","","10.3390/app11209757","","<p>The growing population and increasing demand for surface transportation have highlighted the importance of maintaining safe and reliable civil infrastructures for daily use. Among all civil infrastructures, bridges are one of the most important elements in the transportation system. As such, to prevent any failures caused by aging and environmental impacts, bridges require periodic inspections. This becomes even more critical due to climate change and its effect on bridges, especially in the coastal regions. Most of the inspections conducted incorporate the visual type of evaluation due to its simplicity. However, with the current developments in new technologies, there is a need for more advanced techniques of structural health monitoring (SHM) methods to be incorporated in the maintenance programs for more accurate and efficient surveys. In this paper, non-destructive testing (NDT) methods applicable to steel bridges are reviewed, with a focus on methods applicable to local damage detection. Moreover, the methodology, advantages and disadvantages, and up-to-date research on NDT methods are presented. Furthermore, the application of novel NDT techniques using innovative sensors, drones, and robots for the rapid and efficient assessment of damages on small and large scales is emphasized. This study is deemed necessary as it compiles in one place the available information regarding NDT methods for in-service steel bridges. Access to such information is critical for researchers who intend to work on new or improved NDT techniques.</p>","2021-10","2024-02-21 13:47:34","2024-02-21 13:47:34","","9757-9757","","20","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6MGTART","journalArticle","2023","Chen, Yuan; Wang, Zhongyang; Fan, Yuhui; Dong, Ming; Liu, Dengxue","Research Status and Progress On Non-Destructive Testing Methods for Defect Inspection of Microelectronic Packaging","Journal of Electronic Packaging","","","10.1115/1.4064361","","<p>In a highly competitive and demanding microelectronics market, non-destructive testing (NDT) technology has been widely applied to defect detection and evaluation of microelectronic packaging. However, the trend of microelectronic packaging toward miniaturization, high-density, ultra-thin, ultra-light and with small chip footprint, poses an urgent demand for novel NDT methods with high-resolution and large penetration depth, which is utilized for internal defect detection and identification of advanced complicated packages. The conventional NDT methods for microelectronic packaging mainly include optical visual inspection, X-ray inspection, active infrared thermography, scanning acoustic microscopy (SAM), atomic force microscopy (AFM), laser Doppler vibration measuring technique, scanning SQUID microscopy (SSM), electrical impedance spectroscopy (EIS), scanning electron microscope (SEM), and so on. This paper aims to provide a review of addressing their basic principles, advantages, limitations and application researches in the field of defect inspection of microelectronic packaging. Moreover, in order to overcome the shortcomings of the existing NDT methods, this paper emphasizes a novel NDT approach, called hybrid ultrasonic-laser digital holographic microscopy (DHM) imaging inspection method, and discusses its basic principle, merits, key techniques, system construction and experimental results in detail. When some key technical problems can be solved in further research, this method will become a potentially promising technique for defect detection and evaluation of advanced complicated packages.</p>","2023-12","2024-02-21 13:47:34","2024-02-21 13:47:34","","1-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W29G9KSE","journalArticle","2022","Guo, Pan; Wang, Liling; Wang, Rui; Li, Bing; Zhao, Zhirui","Portable Non-Destructive Magnetic Resonance Sensor for Assessing the Aging Status of Silicon Rubber Insulators","Nanomaterials","","","10.3390/nano12213847","","<p>Silicone rubber insulators (SRIs) are widely used in high-voltage power grids. Due to high-voltage fields and harsh environmental conditions, SRIs eventually deteriorate with use in the power grid, decreasing their insulating performance and operational life and contributing to transmission line failures. Therefore, quantitatively assessing the aging status of SRIs is crucial. In this study, we evaluated the viability of the magnetic resonance method for assessing the age of SRIs at the level of chemical structure; we built and made a portable magnetic resonance sensor, and evaluated the sensor’s functionality. By measuring the SRI sheds at various service times, it was discovered that the equivalent transverse relaxation time, T2eff, can describe the degree of aging of the SRIs. The results of the magnetic resonance measurements were also compared with those of the static contact angle method, and the two measurement methods yielded the same conclusions. However, the magnetic resonance method was more sensitive than the one using the static contact angle method.</p>","2022-10","2024-02-21 13:47:34","2024-02-21 13:47:34","","3847-3847","","21","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUJRPK37","journalArticle","2022","Gharehbaghi, Vahid Reza; Noroozinejad Farsangi, Ehsan; Noori, Mohammad; Yang, T. Y.; Li, Shaofan; Nguyen, Andy; Málaga-Chuquitaype, Christian; Gardoni, Paolo; Mirjalili, Seyedali","A Critical Review on Structural Health Monitoring: Definitions, Methods, and Perspectives","Archives of Computational Methods in Engineering","","","10.1007/s11831-021-09665-9","","","2022-06","2024-02-21 13:47:34","2024-02-21 13:47:34","","2209-2235","","4","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQ64A4UV","journalArticle","2023","Katam, Rakesh; Pasupuleti, Venkata Dilip Kumar; Kalapatapu, Prafulla","A review on structural health monitoring: past to present","Innovative Infrastructure Solutions","","","10.1007/s41062-023-01217-3","","","2023-09","2024-02-21 13:47:34","2024-02-21 13:47:34","","248-248","","9","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHWZAJEB","journalArticle","2023","Zhang, Mingwei; Zeng, Zhoumo; Li, Jian; Chen, Shili; Liu, Yang","On acoustic guided wave propagation in reinforced concretes and characterization of interface bonding damages","Japanese Journal of Applied Physics","","","10.35848/1347-4065/acc5c5","","<p>As a possible method for structural health monitoring, guided waves are excellent for hidden damage diagnosis due to their long propagation distance and high damage sensitivity. The multimodal and dispersion phenomena are the primary challenges in the use of guided wave technology for engineering applications. Currently, plate, thin-walled tube, and rod structures—where multimodality and dispersion are comparatively mild and simple to control—remain the major applications of guided wave technology. For more complicated civil engineering structures, severe multimodal and dispersion phenomena cause more difficult issues. The present work began with the study of round-faced reinforced concrete. The waveguide propagation characteristics are computationally analyzed with the assistance of theoretical calculation methods and sweeping frequency simulation experiments. These analytical tools are then creatively applied to threaded reinforced concrete, and the dispersion characteristics of this complex, axially periodically varying waveguide are successfully analyzed. The phenomenon of frequency band pass/stop is also discussed. In addition, this research provides ideas for nondestructive testing and inverse imaging in this field by means of deep learning of the interface debonding defect characteristics of reinforced concrete with the help of convolutional neural networks. This work can be applied not only to various complex reinforced concrete structures but can also be extended to waveguide propagation analysis and defect size data inversion in various complex periodic structures.</p>","2023-04","2024-02-21 13:47:34","2024-02-21 13:47:34","","047001-047001","","4","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7VSVYH7","journalArticle","2023","Świt, Grzegorz; Krampikowska, Aleksandra; Tworzewski, Paweł","Non-Destructive Testing Methods for In Situ Crack Measurements and Morphology Analysis with a Focus on a Novel Approach to the Use of the Acoustic Emission Method","Materials","","","10.3390/ma16237440","","This article presents a concise review of modern non-destructive testing (NDT) methods that allow the detection, tracking, and measurement of cracks in reinforced concrete structures. Over the past decades, the range of solutions available on the market has increased. This provides excellent opportunities when choosing and designing systems for diagnosing and continuously monitoring structures. Cracking affects the mechanical properties, durability, and serviceability of a structure or its elements. Therefore, there is a need to develop methods that would allow the determination of the moment of a destructive process’s formation, i.e., a crack’s appearance. At the same time, it is crucial to be able to track the development of cracks for the entire structure, not just selected locations. This work also presents the concept of combining selected NDT methods and creating a system for the continuous monitoring of structural integrity and predicting changes in the durability of existing and future buildings.","2023-12","2024-02-21 13:47:34","2024-02-21 13:47:34","","","","23","16","","","","","","","","","","","","","","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","","","","construction diagnostics; cracking; digital image correlation; EA method; non-destructive techniques; optical sensor; reinforced concrete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TKXSNW36","journalArticle","2023","Yuan, Yu; Virupakshappa, Kushal; Oruklu, Erdal","Accelerating a Meta Learning Model for Ultrasonic Non-Destructive Testing Applications Using Model Compression and FPGA Hardware","Journal of Signal Processing Systems","","","10.1007/s11265-023-01901-8","","","2023-11","2024-02-21 13:47:34","2024-02-21 13:47:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NXH49S8Z","journalArticle","2022","Chakraborty, Joyraj; Stolinski, Marek","Signal-Level Fusion Approach for Embedded Ultrasonic Sensors in Damage Detection of Real RC Structures","","","","10.3390/math","https://doi.org/10.3390/math","This paper presents a novel methodology to fuse signals from multiple ultrasonic sensors and detect cracks in the reinforced concrete reference structure using nondecimate discrete wavelet transform. The behaviour of a reinforced concrete structure subjected to operational changes is considered. The changes/damage detection procedure is based on a novel sensor fusion method. Several advantages of the proposed approach using the sensor fusion method with respect to features from single pair of sensors were shown and discussed based on the tested objects. A CWT feature-based approach is considered to extract damage-sensitive features. Experimental results using the proposed approach show a probability of detection greater than 94% when detecting cracks due to quasistatic load. Due to the comprehensive effectiveness and low computational complexity, the proposed approach could be performed in large real structural damage assessment problems as well.","2022","2024-02-21 13:47:34","2024-02-21 13:47:34","","","","","","","","","","","","","","","","","","","","","","","","","","68M18; 94A12; damage detection; reference reinforced concrete structures; signal level fusion; signal processing; ultrasonic NDT; wavelet transform MSC: 00A69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFBT4KSQ","journalArticle","2023","Chácara, César; Reátegui, Rony; Oré, Álvaro; Suarez, Percy; Aguilar, Rafael","Integration of NDT, 3D parametric modelling, and nonlinear numerical analysis for the seismic assessment of a vaulted stone-masonry historical building","Journal of Building Engineering","","","10.1016/j.jobe.2023.106347","","This paper presents the integration of parametric modelling with NDT (NDT) and advanced numerical simulations for assessing the seismic response of an emblematic stone-masonry vaulted construction, the 16th-century church of the Society of Jesus located in Cusco, Peru. Revit parametric families allowed the creation of complex curved elements such as vaults and 3D geometrical models of the church based on a hybrid point cloud. The onsite survey results indicated that the main anomalies correspond to the presence of biological agents and cracking. In contrast, NDT allowed the estimation of the masonry material properties and the modal identification primarily of the towers. Finally, the application of pushover analyses allowed the estimation of the structure's maximum load capacity and post-peak behavoir. It was possible to determine that some collapse mechanisms (overturning of main façade and bell towers, and the generation of hinges in curved elements) can be activated in medium-strong earthquakes.","2023-07","2024-02-21 13:47:34","2024-02-21 13:47:34","","","","","70","","","","","","","","","","","","","","","","","Publisher: Elsevier Ltd","","","","3D reconstruction; Finite element method; Model updating; Nonlinear static analysis; Operational modal analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6UKBPLI2","journalArticle","2023","Khedmatgozar Dolati, Seyed Saman; Malla, Pranit; Ortiz, Jesus D.; Mehrabi, Armin; Nanni, Antonio","Identifying NDT methods for damage detection in concrete elements reinforced or strengthened with FRP","Engineering Structures","","","10.1016/j.engstruct.2023.116155","","The application of Fiber Reinforced Polymer (FRP) materials in concrete structures has been rising due to their several advantages, including lightweight, high tensile strength, ease of installation, and corrosion resistance. They have been mostly implemented for strengthening and repairing existing structures in the form of an externally bonded system, i.e., sheet, jacket, near surface mounted. Furthermore, they have been recently utilized as internal reinforcement of concrete elements in the form of bars, meshes and tendons. Although higher durability and performance are associated with the FRP as compared to steel, this fact does not exclude the possibility of damages and defects, many of which are related to their unique features. For example, debonding of FRP materials from a concrete surface or within a concrete element has occurred and needs to be corrected to avoid the premature failure of a structure. To this end, concrete elements reinforced or strengthened with FRP materials (FRP-RSC) should be inspected periodically to detect potential problems and hence prevent premature failures. This study first determines possible or potential damages and anomalies attributed to FRP-RSC elements. It then investigates Non-Destructive Testing (NDT) methods that can be applicable to the inspection of FRP reinforced/strengthened concrete elements from a literature survey of past studies, applications, and research projects. Finally, it proposes the most promising methods for detecting FRP and their damage/defects in FRP-RSC elements. By providing the inspection community with more clarity in the application of NDT to FRP, the results of this study offer means for verifying the performance and, therefore, help the proliferation of FRP materials in concrete structures.","2023-07","2024-02-21 13:47:34","2024-02-21 13:47:34","","","","","287","","","","","","","","","","","","","","","","","Publisher: Elsevier Ltd","","","","Damage detection; Fiber Reinforced Polymer (FRP); FRP reinforced concrete elements, Non-Destructive Testing (NDT); FRP strengthened concrete elements","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H6GUXSEY","journalArticle","2023","Yuan, Fei; Yu, Yating; Wu, Jianbo; Peng, Jian Ping; Jiang, Chao; Fan, Xifeng; Li, Jie","RCF crack direction assessment in moving ferromagnetic material by DC electromagnetic NDT technique","NDT and E International","","","10.1016/j.ndteint.2023.102882","","The rolling contact fatigue (RCF) cracks that initiate from the surface of ferromagnetic materials in aviation bearings and high-speed rails are typically inclined at varying angles, posing a serious threat to safety. Therefore, a rapid and quantitative characterization of inclined cracks is of great importance. This paper investigates the distribution of magnetic fields and motion-induced eddy current (MIEC) in direct current (DC) electromagnetic non-destructive testing (NDT), and proposes an approach for measuring the direction of RCF cracks in moving ferromagnetic materials. The magnetic field and MIEC distributions in the moving ferromagnetic material are initially investigated, followed by a numerical simulation exploring the impact of crack inclination angle and depth on detection signals. The resulting relationship between crack propagation angle, depth, and detection signal is then obtained. Furthermore, a DC electromagnetic NDT platform has been designed and a quantitative detection approach for inclined cracks has been proposed and validated through experiments. Finally, a real scenario detection is carried out. The investigation presented in this paper demonstrates that the DC electromagnetic NDT technique is applicable not only for assessment RCF crack direction in moving ferromagnetic materials, such as rotating aviation bearings, but also for characterizing inclined cracks under conditions of fast relative motion between the probe and the ferromagnetic material (e.g., high-speed rail, pipeline, etc.).","2023-09","2024-02-21 13:47:34","2024-02-21 13:47:34","","","","","138","","","","","","","","","","","","","","","","","Publisher: Elsevier Ltd","","","","Electromagnetic nondestructive testing; Ferromagnetic material; Motion-induced eddy currents; Rolling contact fatigue cracks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
